title,platforms,rating,votes,developer,release_date,price,genres,url
The Darkside Detective,"['PS4', 'PS5']",4.63,119,"Akupara Games, LLC",2021-04-23,12.99,['Adventure'],https://store.playstation.com/en-us/concept/10001276
Odin Sphere Leifthrasir,['PS4'],4.81,6448,"SEGA of America, Inc.",2016-06-07,59.99,[],https://store.playstation.com/en-us/concept/203200
Astro Flame: Starfighter,"['PS4', 'PS5']",4.04,91,Evgeniy Kolpakov t/a Sometimes You,2023-08-15,6.99,"['Shooter', 'Action']",https://store.playstation.com/en-us/concept/10007882
The Bard's Tale: Remastered and Resnarkled,['PS4'],4.32,839,InXile Entertainment,2017-08-17,19.99,"['Role Playing Games', 'Role Playing Games']",https://store.playstation.com/en-us/concept/224974
My Life: Riding Stables 3,"['PS4', 'PS5']",3.92,12,Markt+Technik Verlag GmbH,2022-11-09,17.99,"['Casual', 'Family', 'Simulation']",https://store.playstation.com/en-us/concept/10005115
Jak X: Combat Racing,['PS4'],4.4,2570,Sony Interactive Entertainment,2017-11-28,14.99,"['Action', 'Driving/Racing', 'Action']",https://store.playstation.com/en-us/concept/229131
Redeemer: Enhanced Edition,['PS4'],4.22,703,Deep Silver,2019-07-19,14.99,"['Action', 'Fighting', 'Shooter']",https://store.playstation.com/en-us/concept/232341
DETECTIVE - Stella Porta case,"['PS4', 'PS5']",2.67,58,JanduSoft S.L.,2023-12-21,10.49,['Adventure'],https://store.playstation.com/en-us/concept/10009614
AI: THE SOMNIUM FILES - nirvanA Initiative,['PS4'],4.66,315,"Spike Chunsoft, Inc.",2022-06-24,59.99,['Adventure'],https://store.playstation.com/en-us/concept/10001909
Don't Bite Me Bro!,['PS4'],3.84,32436,Arcade Distillery,2018-03-20,0.0,['Unique'],https://store.playstation.com/en-us/concept/229006
Strange Horticulture,['PS4'],4.79,33,Iceberg Interactive BV,2024-02-23,15.99,"['Unique', 'Puzzle']",https://store.playstation.com/en-us/concept/10009589
FlatOut 4 - Total Insanity,['PS4'],3.36,1996,"Sidewalk Games, LLC",2017-05-09,4.49,['Driving/Racing'],https://store.playstation.com/en-us/concept/227117
Spacebase Startopia - PS4 & PS5,"['PS4', 'PS5']",3.05,60,Kalypso Media,2021-03-26,49.99,['Strategy'],https://store.playstation.com/en-us/concept/235132
Airport Simulator 2019,['PS4'],2.06,669,Toplitz Productions,2019-04-09,29.99,[],https://store.playstation.com/en-us/concept/232528
Eldest Souls,"['PS4', 'PS5']",3.1,788,United Label,2021-07-29,19.99,['Action'],https://store.playstation.com/en-us/concept/10002570
Rebel Transmute,"['PS4', 'PS5']",3.8,20,JanduSoft S.L.,2024-03-14,19.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10010442
Steve Jackson's Sorcery!,['PS4'],4.91,33,No Gravity Games S.A.,2022-06-23,12.49,"['Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10005144
ACA NEOGEO METAL SLUG,['PS4'],4.48,625,HAMSTER Corporation,2016-11-28,7.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/209645
Moto Racer 4,['PS4'],4.07,2506,Microids,2017-01-24,9.99,"['Arcade', 'Driving/Racing', 'Sport']",https://store.playstation.com/en-us/concept/221733
Pajama Sam: No Need to Hide When It's Dark Outside,['PS4'],4.92,25,UFO Interactive Games,2022-11-03,14.99,"['Adventure', 'Educational']",https://store.playstation.com/en-us/concept/10005747
Gunvolt Chronicles: Luminous Avenger iX 2 PS4 & PS5,"['PS4', 'PS5']",4.52,123,"INTI CREATES CO., LTD.",2022-01-27,24.99,['Action'],https://store.playstation.com/en-us/concept/10003539
FINAL FANTASY TYPE-0™ HD,['PS4'],4.4,6068,SQUARE ENIX CO. LTD.,2015-05-18,19.99,[],https://store.playstation.com/en-us/concept/221517
Harvest Moon: Back to Nature,"['PS4', 'PS5']",4.51,608,Natsume Inc.,2023-02-21,5.99,['Simulation'],https://store.playstation.com/en-us/concept/10005231
Iconoclasts,['PS4'],4.27,4481,Bifrost Entertainment Ltd,2018-01-23,19.99,"['Action', 'Adventure', 'Action']",https://store.playstation.com/en-us/concept/229153
Horror Break,"['PS4', 'PS5']",4.42,36,Smobile,2022-05-27,4.89,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10003441
Oceanhorn - Monster of Uncharted Seas,['PS4'],4.33,2192,FDG Entertainment GmbH & Co.KG,2016-09-07,14.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/217581
Touhou Hyouibana　～ Antinomy of Common Flowers.,['PS4'],4.84,163,Phoenixx Inc.,2021-04-22,34.99,['Unique'],https://store.playstation.com/en-us/concept/233481
Rage Room,['PS4'],3.07,220,Lockem Reality Inc.,2019-02-04,29.99,['Action'],https://store.playstation.com/en-us/concept/232207
Infernax,['PS4'],4.83,270,The Arcade Crew,2022-02-14,19.99,"['Adventure', 'Action']",https://store.playstation.com/en-us/concept/10003982
LocoRoco™ Remastered,['PS4'],4.55,1625,Sony Interactive Entertainment,2017-05-09,14.99,['Action'],https://store.playstation.com/en-us/concept/227868
3D Billiards - Pool & Snooker,"['PS4', 'PS5']",2.87,127,Joindots GmbH,2021-02-19,24.99,"['Family', 'Simulation', 'Sport']",https://store.playstation.com/en-us/concept/231706
"Guns, Gore and Cannoli",['PS4'],4.52,4385,ROGUESIDE,2015-12-08,9.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/201805
Task Force Delta - Afghanistan,"['PS4', 'PS5']",2.29,76,DANIEL WENGENROTH,2023-02-09,14.99,['Action'],https://store.playstation.com/en-us/concept/10005184
The Princess Guide,['PS4'],4.09,66,NIS America Inc.,2019-03-26,39.99,['Action'],https://store.playstation.com/en-us/concept/229883
Punch Line,['PS4'],4.1,452,PQUBE LTD,2018-09-25,39.99,[],https://store.playstation.com/en-us/concept/203463
Arcade Archives SUNSETRIDERS,['PS4'],4.83,429,HAMSTER Corporation,2020-06-11,7.99,['Action'],https://store.playstation.com/en-us/concept/10000625
Boxville,"['PS4', 'PS5']",4.28,702,Ohhio s.r.o.,2023-10-05,9.99,"['Adventure', 'Puzzle', 'Unique']",https://store.playstation.com/en-us/concept/10004402
Lust for Darkness,['PS4'],2.85,264,SimFabric S.A.,2020-10-23,14.99,"['Horror', 'Adventure', 'Adult']",https://store.playstation.com/en-us/concept/232771
Manny Boxing VR,['PS4'],2.55,33,Appnori Inc.,2022-12-17,14.99,['Sport'],https://store.playstation.com/en-us/concept/10005892
Shadows: Awakening,['PS4'],4.22,639,Kalypso Media,2018-09-04,29.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/231176
Summer and Winter Sports Games Bundle,"['PS4', 'PS5']",2.75,63,Joindots GmbH,2024-05-05,49.99,"['Action', 'Family', 'Sport']",https://store.playstation.com/en-us/concept/233561
HARDCORE MECHA,['PS4'],4.4,819,"RocketPunch (Beijing) Technolony Co.,Ltd.",2020-01-14,19.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/232976
GUNVOLT RECORDS Cychronicle,"['PS4', 'PS5']",4.27,62,"INTI CREATES CO., LTD.",2024-02-15,14.99,['Music/Rhythm'],https://store.playstation.com/en-us/concept/10008857
Loot River,"['PS4', 'PS5']",4.64,14,straka.studio s. r. o.,2023-12-19,24.99,"['Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10007227
Metaball,"['PS4', 'PS5']",3.87,2026,bucketplay inc.,2024-03-08,0.0,"['Casual', 'Sport', 'Sport']",https://store.playstation.com/en-us/concept/10006448
Ghost Trick: Phantom Detective,['PS4'],4.7,306,"Capcom U.S.A., Inc.",2023-06-30,29.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10005211
Chariot,['PS4'],4.29,883,Éditions RSG inc.,2014-09-30,14.99,"['Action', 'Adventure', 'Strategy']",https://store.playstation.com/en-us/concept/200864
In rays of the Light,"['PS4', 'PS5']",3.79,411,Evgeniy Kolpakov t/a Sometimes You,2021-03-17,3.99,['Adventure'],https://store.playstation.com/en-us/concept/10001075
Party Arcade,['PS4'],3.3,37,FarSight Technologies Inc.,2019-05-08,14.99,"['Family', 'Party']",https://store.playstation.com/en-us/concept/233113
The Chant,['PS5'],3.83,433,Prime Matter,2022-11-03,24.99,['Horror'],https://store.playstation.com/en-us/concept/10002823
Megaton Rainfall,['PS4'],4.12,1842,"Pentadimensional Games, SL",2017-10-17,15.99,"['Action', 'Shooter', 'Unique']",https://store.playstation.com/en-us/concept/225252
APICO,"['PS4', 'PS5']",4.0,17,"Whitethorn Games, Inc.",2022-09-29,19.99,"['Casual', 'Simulation']",https://store.playstation.com/en-us/concept/10003145
Destiny Connect: Tick-Tock Travelers,['PS4'],4.4,90,NIS America Inc.,2019-11-05,3.99,[],https://store.playstation.com/en-us/concept/233004
FATAL TWELVE,['PS4'],4.66,50,"PROTOTYPE CO., LTD.",2019-08-08,39.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/234520
Handball 21,['PS4'],2.89,208,NACON SA,2020-11-12,39.99,['Unique'],https://store.playstation.com/en-us/concept/233683
Everybody's Gone to the Rapture,['PS4'],3.92,32107,Sony Interactive Entertainment,2015-08-11,19.99,"['Adventure', 'Casual', 'Unique']",https://store.playstation.com/en-us/concept/201297
Grim Fandango Remastered,['PS4'],4.35,34024,Disney Interactive Studios,2024-02-29,14.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/201876
SURV1V3,"['PS4', 'PS5']",3.62,222,Candymakers srls,2023-06-16,24.99,['Horror'],https://store.playstation.com/en-us/concept/10003517
Blade of Darkness,"['PS4', 'PS5']",4.21,152,SNEG Ltd,2023-03-15,14.99,"['Role Playing Games', 'Action']",https://store.playstation.com/en-us/concept/10005753
Dollhouse,['PS4'],3.0,322,SOEDESCO Publishing,2019-05-24,19.99,"['Horror', 'Horror', 'Horror']",https://store.playstation.com/en-us/concept/228698
SIREN,['PS4'],4.35,2057,Sony Interactive Entertainment,2016-06-14,9.99,['Horror'],https://store.playstation.com/en-us/concept/204529
Backfirewall_,"['PS4', 'PS5']",4.29,24,All in! Games S.A.,2023-01-30,5.09,"['Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10005435
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,['PS4'],3.94,5648,2K,2021-11-09,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10003658
That's My Family: Family Fun Night,['PS4'],3.17,6,Plug In Digital,2023-03-30,24.99,"['Family', 'Party', 'Party']",https://store.playstation.com/en-us/concept/10006455
Rogue Stormers,['PS4'],3.76,276,Handy Games GmbH,2016-10-04,4.99,['Action'],https://store.playstation.com/en-us/concept/222872
Sakura Succubus 3 PS4 & PS5,"['PS4', 'PS5']",4.5,233,Gamuzumi,2021-06-24,4.99,"['Adventure', 'Adventure', 'Adult']",https://store.playstation.com/en-us/concept/10003070
Heads Up! Phones Down Edition,"['PS4', 'PS5']",2.75,4,"Aspyr Media, Inc.",2023-11-09,39.99,"['Casual', 'Family']",https://store.playstation.com/en-us/concept/10009154
Miss Kobayashi's Dragon Maid: Burst Forth!! Choro-gon Breath,['PS4'],4.64,22,Aksys Games,2022-08-25,39.99,['Shooter'],https://store.playstation.com/en-us/concept/10004732
World End Syndrome,['PS4'],4.69,585,ARC SYSTEM WORKS,2019-05-02,39.99,"['Adventure', 'Unique', 'Role Playing Games']",https://store.playstation.com/en-us/concept/227595
SushiRun Mega Game Bundle,"['PS4', 'PS5']",4.07,29,Smobile,2022-08-12,19.99,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10003936
Animal Hospital,"['PS4', 'PS5']",5.0,4,NACON SA,2023-10-19,39.99,['Simulation'],https://store.playstation.com/en-us/concept/10007255
Paper Dolls 2,"['PS4', 'PS5']",3.41,66,WINKING SKYWALKER ENTERTAINMENT LIMITED,2022-01-25,19.99,"['Horror', 'Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10003009
Let's Sing Queen,['PS4'],4.17,30,Deep Silver,2020-10-02,39.99,['Unique'],https://store.playstation.com/en-us/concept/10000620
Extreme Offroad Racing,['PS4'],3.88,1930,YASH FUTURE TECH SOLUTIONS PVT LTD,2024-01-26,9.99,"['Driving/Racing', 'Simulation']",https://store.playstation.com/en-us/concept/10009226
Sail Forth,"['PS4', 'PS5']",4.16,31,The Quantum Astrophysicists Guild,2022-12-21,19.99,['Adventure'],https://store.playstation.com/en-us/concept/234318
Kamiwaza: Way of the Thief,['PS4'],4.33,18,NIS America Inc.,2022-10-11,39.99,['Action'],https://store.playstation.com/en-us/concept/10004620
Raw Data,['PS4'],4.12,775,"Survios, Inc.",2017-10-10,39.99,[],https://store.playstation.com/en-us/concept/229279
Song Of Memories,['PS4'],4.51,325,PQUBE LTD,2019-02-01,39.99,['Adventure'],https://store.playstation.com/en-us/concept/222027
Sherlock Holmes: Crimes and Punishments,['PS4'],4.3,678,FROGWARES IRELAND LTD,2020-01-09,39.99,['Adventure'],https://store.playstation.com/en-us/concept/235331
Let's Sing ABBA,"['PS4', 'PS5']",4.2,20,Ravenscourt,2022-10-04,39.99,['Music/Rhythm'],https://store.playstation.com/en-us/concept/10004862
Phantom Doctrine,['PS4'],4.24,522,Good Shepherd Entertainment,2018-08-14,39.99,[],https://store.playstation.com/en-us/concept/231904
Conarium,['PS4'],4.07,147,Iceberg Interactive BV,2019-02-12,19.99,['Adventure'],https://store.playstation.com/en-us/concept/232306
RISK,['PS4'],3.37,3407,Ubisoft Entertainment,2015-02-03,14.99,[],https://store.playstation.com/en-us/concept/203677
Leisure Suit Larry - Wet Dreams Don't Dry,['PS4'],4.08,403,ASSEMBLE ENTERTAINMENT GMBH,2019-06-19,39.99,"['Adventure', 'Adult']",https://store.playstation.com/en-us/concept/232684
Revita,"['PS4', 'PS5']",4.7,40,Dear Villagers,2023-04-20,16.99,['Shooter'],https://store.playstation.com/en-us/concept/10006296
MONSTER OF THE DEEP: FINAL FANTASY XV,['PS4'],4.24,856,SQUARE ENIX CO. LTD.,2017-11-21,8.99,"['Action', 'Role Playing Games', 'Sport']",https://store.playstation.com/en-us/concept/229639
Toodee and Topdee,"['PS4', 'PS5']",4.37,134,"TOP HAT STUDIOS, INC.",2023-06-07,19.99,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/10007776
Death and Taxes,['PS4'],4.62,13,Pineapple Works,2024-04-18,12.99,"['Adventure', 'Role Playing Games', 'Simulator']",https://store.playstation.com/en-us/concept/10003709
Touhou Genso Wanderer Reloaded,['PS4'],4.83,1005,NIS America Inc.,2018-07-17,49.99,[],https://store.playstation.com/en-us/concept/231947
A Fisherman's Tale,"['PS4', 'PS5']",4.38,580,Vertigo Games B.V,2023-08-31,14.99,"['Adventure', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/233028
SkateBIRD,"['PS4', 'PS5']",4.38,24,Glass Bottom Games,2023-06-01,19.99,['Sport'],https://store.playstation.com/en-us/concept/10006613
Nocturnal,['PS5'],3.22,23,Plug In Digital,2023-06-07,19.99,['Action'],https://store.playstation.com/en-us/concept/10006038
Omega Quintet,['PS4'],4.34,5276,Idea Factory International Inc.,2015-04-28,6.99,"['Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/203215
Devil Girl,"['PS4', 'PS5']",3.0,2,Moesoft Limited,2024-05-18,23.99,['Adventure'],https://store.playstation.com/en-us/concept/10010886
Atelier Meruru ~The Apprentice of Arland~ DX,['PS4'],4.78,199,KOEI TECMO America,2018-12-04,39.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/232610
Death end reQuest,['PS4'],4.53,1663,Idea Factory International Inc.,2019-02-19,19.99,"['Role Playing Games', 'Unique', 'Role Playing Games']",https://store.playstation.com/en-us/concept/228997
Monster Boy and the Cursed Kingdom,"['PS4', 'PS5']",4.58,1802,FDG Entertainment GmbH & Co.KG,2021-12-02,39.99,"['Action', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/217487
AO International Tennis,['PS4'],3.81,916,Big Ant Studios,2018-05-08,24.99,['Sport'],https://store.playstation.com/en-us/concept/232031
WrestleQuest,"['PS4', 'PS5']",3.64,125,SKYBOUND INTERACTIVE LLC,2023-08-08,29.99,"['Fighting', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10004561
Party Hard 2,['PS4'],4.42,173,tinyBuild GAMES,2020-09-08,19.99,"['Action', 'Adventure', 'Simulation']",https://store.playstation.com/en-us/concept/231146
Dark Rose Valkyrie,['PS4'],3.75,1112,Idea Factory International Inc.,2017-06-06,19.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/227128
Risk® Urban Assault,['PS4'],3.38,622,Ubisoft Entertainment,2016-08-02,14.99,['Strategy'],https://store.playstation.com/en-us/concept/210671
Azure Striker Gunvolt: Striker Pack,['PS4'],4.72,229,"INTI CREATES CO., LTD.",2020-04-23,39.99,['Action'],https://store.playstation.com/en-us/concept/10000362
Tour de France 2022,"['PS4', 'PS5']",3.7,168,NACON SA,2022-06-28,49.99,"['Simulation', 'Sport']",https://store.playstation.com/en-us/concept/10004423
Bravery and Greed,['PS4'],4.45,65,Team17 Software Ltd.,2022-11-15,19.99,['Action'],https://store.playstation.com/en-us/concept/10004881
Risen,['PS4'],4.19,161,THQ Nordic,2023-01-24,29.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10004187
Crazy Chicken – Traps and Treasures 2,"['PS4', 'PS5']",4.75,12,Markt+Technik Verlag GmbH,2023-12-26,19.99,['Action'],https://store.playstation.com/en-us/concept/10009313
Filthy Animals | Heist Simulator,['PS4'],3.43,40,Green Man Gaming Publishing,2023-05-11,19.99,"['Casual', 'Action', 'Party']",https://store.playstation.com/en-us/concept/10006314
The Bard's Tale IV: Director's Cut,['PS4'],3.99,428,Deep Silver,2019-08-27,39.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/232455
Gray Dawn,"['PS4', 'PS5']",4.27,22,INTERACTIVE STONE,2024-04-29,19.99,"['Adventure', 'Horror']",https://store.playstation.com/en-us/concept/10002718
Labyrinth of Zangetsu,['PS4'],4.0,72,PQUBE LTD,2023-04-20,29.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10002574
Queen's Quest 4: Sacred Truce,['PS4'],4.11,148,Artifex Mundi,2019-10-08,0.0,"['Adventure', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/234851
MAGLAM LORD Deluxe Edition,['PS4'],3.8,100,PQUBE LTD,2022-02-04,59.99,"['Role Playing Games', 'Action']",https://store.playstation.com/en-us/concept/10001522
Beyond Enemy Lines - Remastered Edition,"['PS4', 'PS5']",2.08,110,DANIEL WENGENROTH,2023-04-19,19.99,['Shooter'],https://store.playstation.com/en-us/concept/10000874
The Incredible Adventures of Van Helsing III,['PS4'],4.18,387,NeocoreGames Distribution s.r.o.,2020-01-31,14.99,"['Action', 'Role Playing Games', 'Action']",https://store.playstation.com/en-us/concept/233496
Warm Snow,"['PS4', 'PS5']",4.23,273,Microids,2023-10-20,19.99,['Action'],https://store.playstation.com/en-us/concept/10008966
Disintegration,['PS4'],3.71,1193,Private Division,2020-06-16,29.99,"['Action', 'Shooter', 'Strategy']",https://store.playstation.com/en-us/concept/233091
Baby Hands,['PS4'],3.9,61,CHICKEN WAFFLE,2021-11-25,19.99,"['Puzzle', 'Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10003300
Thimbleweed Park,['PS4'],4.72,817,"Terrible Toybox, Inc.",2017-08-22,19.99,"['Adventure', 'Unique', 'Adventure']",https://store.playstation.com/en-us/concept/228882
Stories Untold,['PS4'],4.37,404,Devolver Digital,2020-10-27,1.49,"['Horror', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/234919
Urbek City Builder,['PS4'],4.51,61,RockGame S.A.,2023-11-08,18.99,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10008190
Arcade Archives TETRIS® THE ABSOLUTE THE GRAND MASTER 2 PLUS,['PS4'],3.81,52,HAMSTER Corporation,2023-06-01,7.99,['Puzzle'],https://store.playstation.com/en-us/concept/10006268
Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Myth Infinite Combate,['PS4'],4.19,1311,PQUBE LTD,2020-08-11,39.99,"['Role Playing Games', 'Role Playing Games']",https://store.playstation.com/en-us/concept/225205
