title,platforms,rating,votes,developer,release_date,price,genres,url
WWII Tank Battle Arena,['PS4'],3.33,6,Benoit Varasse trading as Pix Arts,2022-12-09,4.99,['Action'],https://store.playstation.com/en-us/concept/10007238
THE KNIGHT OF QUEEN,['PS4'],3.69,36,VR RPG INC.,2021-04-02,4.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10001495
Midnight Deluxe,['PS4'],3.9,630,Ratalaika Games SL,2018-03-06,4.99,"['Adventure', 'Casual', 'Arcade']",https://store.playstation.com/en-us/concept/231111
Rift Racoon PS4 & PS5,"['PS4', 'PS5']",3.4,65,EastAsiaSoft,2021-05-12,4.99,['Action'],https://store.playstation.com/en-us/concept/10001831
Funtasia,"['PS4', 'PS5']",3.89,19,Freedom! Games,2023-09-07,14.99,"['Arcade', 'Driving/Racing', 'Simulation']",https://store.playstation.com/en-us/concept/10005330
Oh…Sir! The Hollywood Roast,['PS4'],3.96,83,Vile Monarch Sp. z o. o. Sp. k.,2018-05-29,4.99,['Simulation'],https://store.playstation.com/en-us/concept/231770
Super Sunny Island PS4 & PS5,"['PS4', 'PS5']",4.32,25,Ratalaika Games SL,2022-09-02,4.99,"['Action', 'Casual', 'Arcade']",https://store.playstation.com/en-us/concept/10005690
Viking Days,['PS4'],2.45,176,VRMonkey,2018-08-28,4.99,"['Action', 'Casual']",https://store.playstation.com/en-us/concept/232504
Tractor Journey,"['PS4', 'PS5']",3.3,50,Klovako s. r. o.,2022-11-01,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10006441
EmyLiveShow: Anime Puzzle Game,['PS4'],3.4,91,Big Way LLC,2024-02-29,2.49,"['Puzzle', 'Adult']",https://store.playstation.com/en-us/concept/10010178
Mighty Aphid 2,"['PS4', 'PS5']",3.0,4,Cascadia Games LLC,2024-02-02,4.99,['Action'],https://store.playstation.com/en-us/concept/10009007
Pretty Girls Mahjong Solitaire PS4 & PS5,"['PS4', 'PS5']",4.04,106,EastAsiaSoft,2021-10-07,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10002298
The Song Out of Space PS4 & PS5,"['PS4', 'PS5']",3.76,33,Ratalaika Games SL,2022-02-04,4.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10003809
Last Beat Enhanced,['PS4'],4.51,39,7 RAVEN STUDIOS CO. LTD.,2022-09-16,9.99,"['Arcade', 'Action']",https://store.playstation.com/en-us/concept/10005784
Murder Diaries,['PS4'],3.38,16,EpiXR Games UG,2021-09-17,5.99,"['Simulation', 'Unique', 'Unique']",https://store.playstation.com/en-us/concept/10003341
A HERO AND A GARDEN PS4™ & PS5™,"['PS4', 'PS5']",4.14,167,Ratalaika Games SL,2022-12-06,4.99,"['Adventure', 'Adventure', 'Simulation']",https://store.playstation.com/en-us/concept/10000712
Arenas Of Tanks PS4 & PS5,"['PS4', 'PS5']",3.11,38,Ratalaika Games SL,2022-08-19,4.99,"['Shooter', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/10005500
Billy 101 PS4™ & PS5™,"['PS4', 'PS5']",3.94,17,Ratalaika Games SL,2023-03-31,4.99,"['Action', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10006267
Bird Game +,['PS4'],2.89,296,Ratalaika Games SL,2019-04-30,4.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/232410
Bouncy Bullets,['PS4'],3.32,294,Ratalaika Games SL,2019-07-09,4.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/233009
Broken Bots,['PS4'],3.39,36,ROCKET VULTURE,2021-05-28,4.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/216081
Castle Pals,['PS4'],3.63,95,Ratalaika Games SL,2020-05-26,4.99,"['Action', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10000544
Cat Pipes,"['PS4', 'PS5']",3.94,16,Afil Games,2023-12-19,4.99,"['Puzzle', 'Casual']",https://store.playstation.com/en-us/concept/10009000
Chefy-Chef PS4 & PS5,"['PS4', 'PS5']",4.11,38,Ratalaika Games SL,2022-05-06,4.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/10004851
Duck Souls+,['PS4'],4.11,204,Ratalaika Games SL,2020-03-24,4.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/234997
Finding the Soul Orb PS4 & PS5,"['PS4', 'PS5']",3.39,23,EastAsiaSoft,2022-11-23,6.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10005348
Freddy Spaghetti PS4 & PS5,"['PS4', 'PS5']",3.42,224,Ratalaika Games SL,2020-12-15,4.99,"['Casual', 'Simulation', 'Unique']",https://store.playstation.com/en-us/concept/10000995
Geometric Feel The Beats,['PS4'],3.0,2,QUByte Interactive,2022-11-10,4.99,['Shooter'],https://store.playstation.com/en-us/concept/10005341
Milo's Quest,['PS4'],4.15,242,Ratalaika Games SL,2020-01-28,4.99,"['Adventure', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/235337
Paper Flight - Super Speed Dash,['PS4'],3.67,6,EpiXR Games UG,2022-09-09,9.99,"['Action', 'Family', 'Simulation']",https://store.playstation.com/en-us/concept/10005420
Red Square Escape 2,['PS4'],2.78,9,Kistler Studios,2022-08-31,4.99,['Casual'],https://store.playstation.com/en-us/concept/10005495
Reed 2,"['PS4', 'PS5']",3.49,97,Ratalaika Games SL,2024-04-09,4.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/10000392
Scheming Through The Zombie Apocalypse: The Beginning,['PS4'],4.16,207,Ratalaika Games SL,2019-09-17,4.99,"['Adventure', 'Horror', 'Adventure']",https://store.playstation.com/en-us/concept/234022
Sokomage,"['PS4', 'PS5']",4.25,8,Afil Games,2023-09-05,4.99,"['Puzzle', 'Strategy']",https://store.playstation.com/en-us/concept/10008054
SUPER AMAZEBALLS,['PS4'],4.0,56,Braincells Productions,2018-04-10,4.99,"['Action', 'Adventure', 'Casual', 'Driving/Racing', 'Simulation']",https://store.playstation.com/en-us/concept/231740
Super Weekend Mode,['PS4'],3.94,268,Ratalaika Games SL,2019-04-09,4.99,"['Arcade', 'Casual', 'Action']",https://store.playstation.com/en-us/concept/233457
Takorita Meets Fries PS4 & PS5,"['PS4', 'PS5']",4.33,100,Ratalaika Games SL,2021-10-01,4.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10003611
War Theatre,['PS4'],3.91,54,Arcade Distillery,2019-03-19,4.99,"['Role Playing Games', 'Role Playing Games', 'Strategy']",https://store.playstation.com/en-us/concept/231988
Zeroptian Invasion,['PS4'],3.33,255,Ratalaika Games SL,2019-04-23,4.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/233431
Pipes Master,"['PS4', 'PS5']",3.9,41,Gametry sp. z o. o.,2024-01-19,1.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009787
Carly and the Reaperman - Escape from the Underworld,['PS4'],3.93,54,Odd Raven Studios AB,2019-10-02,19.99,[],https://store.playstation.com/en-us/concept/229907
Ziggy,"['PS4', 'PS5']",3.64,14,Afil Games,2024-01-18,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10008863
Timothy vs the Aliens,['PS4'],3.54,473,Wild Sphere S.L.,2018-02-27,1.86,"['Action', 'Adventure', 'Action']",https://store.playstation.com/en-us/concept/230054
Mr. Massagy,['PS4'],4.11,564,GREEN LAVA STUDIOS,2017-04-04,3.99,"['Strategy', 'Simulation', 'Strategy']",https://store.playstation.com/en-us/concept/227406
Roar of Revenge,"['PS4', 'PS5']",4.24,71,Ratalaika Games SL,2022-09-23,4.99,"['Action', 'Action', 'Action']",https://store.playstation.com/en-us/concept/10005643
I'm in Love With Your Dead Grandmother Presents: Noah SmallJohnson's Puzzle Game,['PS4'],4.03,39,Kimulator's Films inc.,2023-04-21,4.99,"['Arcade', 'Puzzle', 'Party']",https://store.playstation.com/en-us/concept/10008116
Soraja Towers,['PS4'],3.67,6,OÜ Enningture Game Temple,2024-05-03,2.99,['Strategy'],https://store.playstation.com/en-us/concept/10010504
Zombo Buster Advance,['PS4'],4.37,43,ESDigital Games LTD,2022-05-25,4.99,['Strategy'],https://store.playstation.com/en-us/concept/10005214
Cross the Moon PS4 & PS5,"['PS4', 'PS5']",3.88,85,Ratalaika Games SL,2021-06-18,4.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10001693
The Football T,"['PS4', 'PS5']",3.66,74,Webnetic s. r. o.,2022-07-25,1.49,['Brain Training'],https://store.playstation.com/en-us/concept/10005612
The Pig D,"['PS4', 'PS5']",3.76,184,Webnetic s. r. o.,2021-11-19,1.49,['Simulation'],https://store.playstation.com/en-us/concept/10004005
Space 2 - Breakthrough Gaming Arcade,['PS4'],3.7,228,Breakthrough Gaming LLC,2021-05-30,0.99,"['Shooter', 'Arcade']",https://store.playstation.com/en-us/concept/10002844
Dick Wilde,['PS4'],4.13,496,PlayStack Limited,2017-05-16,14.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/228419
Escape From Tethys,['PS4'],3.9,20,Evgeniy Kolpakov t/a Sometimes You,2020-08-12,4.99,['Unique'],https://store.playstation.com/en-us/concept/10000777
Persha and the Magic Labyrinth -Arabian Nyaights-,['PS5'],2.94,52,BeXide,2023-09-19,4.99,"['Casual', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10008728
Frogo,"['PS4', 'PS5']",3.48,215,Zakym s. r. o.,2022-07-11,0.99,['Adventure'],https://store.playstation.com/en-us/concept/10005486
Kinduo PS4 & PS5,"['PS4', 'PS5']",4.46,37,Ratalaika Games SL,2022-01-21,4.99,"['Casual', 'Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/10004315
PuzzlePet: Feed Your Cat,"['PS4', 'PS5']",4.69,16,Afil Games,2024-01-25,4.99,"['Puzzle', 'Brain Training']",https://store.playstation.com/en-us/concept/10009001
Words Of Wisdom,"['PS4', 'PS5']",4.33,12,ESDigital Games LTD,2024-01-26,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10008640
Galaxy of Pen & Paper +1 Edition,['PS4'],3.67,61,Paradox Interactive,2020-04-07,14.99,"['Adventure', 'Role Playing Games', 'Strategy']",https://store.playstation.com/en-us/concept/231951
Prismatic Solid,['PS4'],4.1,280,PLAYISM,2015-09-29,9.99,[],https://store.playstation.com/en-us/concept/203565
Salamander County Public Television PS4™ & PS5™,"['PS4', 'PS5']",4.17,12,Penguin Pop Games LLC,2023-01-12,7.99,"['Unique', 'Unique']",https://store.playstation.com/en-us/concept/10007307
Sugar Tanks 2,['PS4'],4.0,3,EpiXR Games UG,2024-04-05,5.99,"['Action', 'Family', 'Action']",https://store.playstation.com/en-us/concept/10010287
Time Rift,"['PS4', 'PS5']",4.8,5,Dolores Entertainment S.L.,2024-03-08,9.99,['Action'],https://store.playstation.com/en-us/concept/10004929
HIVE: Altenum Wars,['PS4'],3.45,244,CATNESS GAME STUDIOS SL,2018-05-01,9.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/230377
Stickman's Arena PS4 & PS5,"['PS4', 'PS5']",3.5,16,EastAsiaSoft,2023-12-15,4.99,"['Fighting', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/10007391
El Gancho PS4 & PS5,"['PS4', 'PS5']",3.87,15,EastAsiaSoft,2022-02-09,1.95,['Action'],https://store.playstation.com/en-us/concept/10003794
Worms World Party [PS1 Emulation],"['PS4', 'PS5']",3.61,251,Team17 Software Ltd.,2022-06-13,4.99,['Strategy'],https://store.playstation.com/en-us/concept/10004900
Bard's Gold,"['PS4', 'PS5']",3.68,499,Erdem Sen t/a Erdem Sen,2016-06-17,4.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/216918
Bombing Busters,['PS4'],3.5,4722,SANUK GAMES SARL,2015-09-15,6.99,"['Action', 'Arcade', 'Puzzle']",https://store.playstation.com/en-us/concept/200553
The Tiger T,"['PS4', 'PS5']",3.78,80,Webnetic s. r. o.,2022-07-23,1.49,['Casual'],https://store.playstation.com/en-us/concept/10005616
Richy’s Nightmares,['PS4'],2.72,54,ESDigital Games LTD,2022-03-23,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10004806
The Volleyball B,"['PS4', 'PS5']",3.25,64,Webnetic s. r. o.,2022-08-27,1.49,['Brain Training'],https://store.playstation.com/en-us/concept/10005741
DecayLore,['PS4'],2.93,27,Playstige Interactive,2022-09-02,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10005884
Hermit's Tic-Tac-Toe,['PS4'],3.32,60,Xitilon,2023-04-01,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10005373
Reed Remastered,"['PS4', 'PS5']",3.22,169,Ratalaika Games SL,2022-03-30,4.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/10000166
Sausage Wars,['PS4'],4.04,25,QubicGames S.A.,2023-10-20,4.99,"['Fighting', 'Arcade']",https://store.playstation.com/en-us/concept/10007343
Mimi the cat: Mimi's Scratcher,"['PS4', 'PS5']",4.16,19,Afil Games,2023-09-26,4.99,"['Puzzle', 'Casual']",https://store.playstation.com/en-us/concept/10008352
The Bridge,['PS4'],4.07,3453,The Quantum Astrophysicists Guild,2015-08-18,9.99,"['Puzzle', 'Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/204591
Breakout Bricks,['PS4'],3.27,33,Benoit Varasse trading as Pix Arts,2022-04-29,4.99,['Arcade'],https://store.playstation.com/en-us/concept/10005111
Football Nation VR™ Tournament 2018,['PS4'],3.13,691,Cherry Pop Games,2018-06-07,4.99,"['Casual', 'Sport', 'Fitness']",https://store.playstation.com/en-us/concept/229841
Teared,"['PS4', 'PS5']",3.6,10,JanduSoft S.L.,2024-04-25,7.99,['Action'],https://store.playstation.com/en-us/concept/10010228
The Inner World,['PS4'],3.94,285,Headup Games GmbH & Co. KG,2017-03-31,1.49,['Adventure'],https://store.playstation.com/en-us/concept/227234
Arkan: The Dog Adventurer,"['PS4', 'PS5']",3.82,22,Evgeniy Kolpakov t/a Sometimes You,2021-06-30,1.99,['Arcade'],https://store.playstation.com/en-us/concept/10002657
TOKI,['PS4'],4.21,437,Microids,2019-06-06,9.99,"['Arcade', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/233470
Alice in Wonderland - A jigsaw puzzle tale,['PS4'],4.35,17,QUByte Interactive,2023-02-09,2.49,['Puzzle'],https://store.playstation.com/en-us/concept/10005225
John Fart : Text-iverse of Crazyness,['PS4'],4.38,55,Kimulator's Films inc.,2022-11-11,4.99,"['Action', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10006501
Ladders by POWGI PS4 & PS5,"['PS4', 'PS5']",4.32,38,Lightwood Games,2021-04-26,3.99,"['Brain Training', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10002460
Gun Crazy,['PS4'],3.75,244,Ratalaika Games SL,2020-04-28,4.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/10000391
Rocketio 2,"['PS4', 'PS5']",3.84,51,Zakym s. r. o.,2022-11-15,1.99,['Adventure'],https://store.playstation.com/en-us/concept/10006528
Exodemon,"['PS4', 'PS5']",3.91,35,JanduSoft S.L.,2021-05-13,12.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/10002000
Storyblocks: The King,"['PS4', 'PS5']",3.67,9,Afil Games,2024-02-23,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10008353
The Chicken Quiz,"['PS4', 'PS5']",4.29,48,Webnetic s. r. o.,2022-09-10,1.49,['Quiz'],https://store.playstation.com/en-us/concept/10005821
PUSS!,['PS4'],4.44,43,Samustai LTD,2021-02-19,11.99,['Arcade'],https://store.playstation.com/en-us/concept/10001773
Vampire Slayer: The Resurrection,['PS4'],4.02,302,Wobbly Tooth Limited,2023-02-23,4.99,['Action'],https://store.playstation.com/en-us/concept/10007186
Word Mesh,['PS4'],3.61,44,THOMAS CLAUS UND FRANK MENZEL,2022-02-18,3.49,['Puzzle'],https://store.playstation.com/en-us/concept/10004713
Arsonist Heaven PS4 & PS5,"['PS4', 'PS5']",3.38,21,EastAsiaSoft,2022-07-27,1.99,['Action'],https://store.playstation.com/en-us/concept/10003886
Dead End Job,['PS4'],3.75,51,Headup Games GmbH & Co. KG,2019-12-13,1.69,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/232699
RedRaptor PS4 & PS5,"['PS4', 'PS5']",3.97,33,EastAsiaSoft,2023-10-11,4.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10008039
Dance Collider,['PS4'],3.77,60,EmergeWorlds PTY LTD,2020-07-09,9.99,['Music/Rhythm'],https://store.playstation.com/en-us/concept/10000040
Quiz Thiz France: Silver Editon,"['PS4', 'PS5']",4.33,18,ThiGames,2023-01-21,1.74,"['Brain Training', 'Quiz']",https://store.playstation.com/en-us/concept/10006343
Defunct,['PS4'],3.32,477,SOEDESCO Publishing,2017-12-21,9.99,"['Action', 'Adventure', 'Driving/Racing']",https://store.playstation.com/en-us/concept/227316
Gump Jump,"['PS4', 'PS5']",3.76,72,Zakym s. r. o.,2022-07-17,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10005588
The Bear B,"['PS4', 'PS5']",3.94,83,Webnetic s. r. o.,2022-07-06,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10005589
DANJIGOKU,"['PS4', 'PS5']",3.71,69,Xeneder Team,2024-04-10,0.99,['Arcade'],https://store.playstation.com/en-us/concept/10009692
Last Stop,"['PS4', 'PS5']",3.94,1081,Annapurna Interactive,2021-07-22,24.99,['Adventure'],https://store.playstation.com/en-us/concept/10001838
Metal Savior Black,['PS5'],2.86,7,Gray Mantis,2024-04-12,14.99,['Shooter'],https://store.playstation.com/en-us/concept/10004745
'n Verlore Verstand,['PS4'],3.89,130,Skermunkel Studios (Pty.) Ltd.,2018-06-12,2.99,"['Adventure', 'Adventure', 'Unique']",https://store.playstation.com/en-us/concept/230005
Strength of the Sword: ULTIMATE,['PS4'],4.23,22,IVENT LTD,2019-08-27,9.99,"['Action', 'Arcade', 'Fighting']",https://store.playstation.com/en-us/concept/221778
BIG-Bobby-Car – The Big Race,['PS4'],4.06,17,Wild River Games,2020-09-24,4.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/10001319
Bumballon,"['PS4', 'PS5']",3.72,18,Ratalaika Games SL,2023-04-07,4.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/10007334
Burning Secrets - A Bara Visual Novel PS4 & PS5,"['PS4', 'PS5']",2.92,13,EastAsiaSoft,2023-11-10,4.99,"['Adventure', 'Unique', 'Adult']",https://store.playstation.com/en-us/concept/10009498
Cat Souls PS4™ & PS5™,"['PS4', 'PS5']",4.04,23,Ratalaika Games SL,2023-06-09,4.99,"['Action', 'Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10007995
Croc's World 2,['PS4'],3.57,1092,Sprakelsoft GmbH,2019-04-03,5.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/233991
Cube Airport,['PS5'],3.5,2,Colossus Game Studio LTDA.,2024-04-19,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10010485
Deep Space Rush,['PS4'],3.92,202,Ratalaika Games SL,2019-10-22,4.99,"['Action', 'Arcade', 'Adventure']",https://store.playstation.com/en-us/concept/234052
Doomed to Hell,['PS4'],3.87,15,QUByte Interactive,2022-10-20,4.99,['Action'],https://store.playstation.com/en-us/concept/10005105
Dungeon Slime Collection PS4 & PS5,"['PS4', 'PS5']",3.53,19,Ratalaika Games SL,2022-07-22,4.99,"['Puzzle', 'Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/10005445
Evil Diary PS4® & PS5®,"['PS4', 'PS5']",4.39,31,Ratalaika Games SL,2023-11-24,4.99,"['Action', 'Arcade', 'Action']",https://store.playstation.com/en-us/concept/10009375
Frido,['PS4'],3.1,20,Big Way LLC,2023-01-20,4.99,['Arcade'],https://store.playstation.com/en-us/concept/10006843
Garden City,['PS4'],3.89,9,8Floor ltd,2022-12-14,4.99,['Casual'],https://store.playstation.com/en-us/concept/10006207
Hellbreachers PS4 & PS5,"['PS4', 'PS5']",3.7,73,EastAsiaSoft,2021-03-24,4.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/10002277
Herodes,['PS4'],3.41,17,"QUBYTE GAME STUDIO, LLC",2023-05-11,4.99,['Shooter'],https://store.playstation.com/en-us/concept/10007633
In Extremis DX,['PS4'],3.79,14,QUByte Interactive,2022-11-17,4.99,['Shooter'],https://store.playstation.com/en-us/concept/10003901
Interfectorem,['PS4'],2.8,10,Learndistrict Inc.,2019-10-08,4.99,['Adventure'],https://store.playstation.com/en-us/concept/233972
Invisigun Reloaded,['PS4'],4.43,21,Sombr Studio LLC,2019-08-27,4.99,"['Action', 'Action', 'Party']",https://store.playstation.com/en-us/concept/234827
Let's Sing 2020,['PS4'],3.13,106,Deep Silver,2020-05-28,44.99,"['Family', 'Music/Rhythm', 'Party']",https://store.playstation.com/en-us/concept/234004
Live Or Die,['PS4'],3.23,3088,Gammera Nest SL,2022-02-24,0.0,['Shooter'],https://store.playstation.com/en-us/concept/235327
LoveChoice PS4 & PS5,"['PS4', 'PS5']",4.17,101,Ratalaika Games SL,2021-09-10,4.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10001000
Masquerada: Songs and Shadows,['PS4'],4.4,86,Ysbryd Games Worldwide Limited,2017-08-08,19.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/229455
Master Maker 3D Ultimate PS4 & PS5,"['PS4', 'PS5']",4.44,9,EastAsiaSoft,2024-03-20,4.99,"['Action', 'Adventure', 'Family']",https://store.playstation.com/en-us/concept/10008737
Mekorama,['PS4'],3.61,215,Rainy Frog Co. Ltd,2020-03-26,4.99,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/233430
Micetopia,['PS4'],3.44,262,Ratalaika Games SL,2020-11-20,4.99,"['Adventure', 'Role Playing Games', 'Adventure']",https://store.playstation.com/en-us/concept/10000906
Monkey King: Master of the Clouds,['PS4'],3.59,189,UFO Interactive Games,2018-11-15,4.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/232914
Neodori Forever,['PS4'],3.56,70,QubicGames S.A.,2023-03-10,4.99,"['Action', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10007544
Paparazzi,['PS4'],3.65,154,Pringo Dingo Games LLC,2015-02-17,4.99,['Action'],https://store.playstation.com/en-us/concept/210042
Paper Flight - Speed Rush,['PS4'],5.0,3,EpiXR Games UG,2022-11-18,9.99,"['Action', 'Simulation', 'Simulation']",https://store.playstation.com/en-us/concept/10005422
Pocket Mini Golf 2,['PS4'],3.69,13,QubicGames S.A.,2023-10-13,4.99,"['Puzzle', 'Sport']",https://store.playstation.com/en-us/concept/10007344
Professional Farmer 2017,['PS4'],2.24,1001,UNITED INDEPENDENT ENTERTAINMENT GMBH,2016-06-24,19.99,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/221993
Pushy and Pully in Blockland,['PS4'],4.45,20,ESTER SANCHEZ,2020-06-24,9.99,"['Arcade', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10000688
SILVER STAR CHESS,['PS4'],2.92,37,"SilverStar Japan Co., ltd",2018-11-29,4.99,['Unique'],https://store.playstation.com/en-us/concept/232542
SokoFrog PS4 & PS5,"['PS4', 'PS5']",4.0,6,EastAsiaSoft,2024-04-10,4.99,"['Brain Training', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10010329
Squareboy vs Bullies: Arena Edition,['PS4'],3.24,367,Ratalaika Games SL,2017-12-06,4.99,"['Action', 'Arcade', 'Action']",https://store.playstation.com/en-us/concept/229333
Syrup and The Ultimate Sweet,['PS4'],4.5,227,Ratalaika Games SL,2020-03-04,4.99,[],https://store.playstation.com/en-us/concept/235349
Tacticool Champs,['PS4'],3.55,11,Plot Twist SA,2020-05-15,4.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/232742
Twin Robots,['PS4'],3.44,268,Ratalaika Games SL,2017-10-03,4.99,"['Action', 'Arcade', 'Action']",https://store.playstation.com/en-us/concept/224987
Warhedz,['PS4'],2.95,38,Atom Republic,2016-04-05,4.99,['Strategy'],https://store.playstation.com/en-us/concept/212119
"#Wish travel, super puzzle dreams",['PS5'],1.75,8,e-llusiontertainment,2023-06-01,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10008401
World Soccer Cup 2022,['PS4'],2.95,21,Benoit Varasse trading as Pix Arts,2022-10-21,4.99,['Sport'],https://store.playstation.com/en-us/concept/10006361
Flippin Kaktus,['PS4'],4.38,8,No Gravity Games S.A.,2022-05-12,4.79,['Action'],https://store.playstation.com/en-us/concept/10004339
Shaman's Mask of the Rune Magic,['PS4'],3.7,20,Xitilon,2024-04-05,2.99,"['Fighting', 'Action']",https://store.playstation.com/en-us/concept/10010635
Journey of the Broken Circle,['PS4'],3.49,68,Nakana sp. z o.o.,2021-03-12,7.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10002238
RunBean Galactic PS4 & PS5,"['PS4', 'PS5']",2.59,17,EastAsiaSoft,2023-03-29,2.49,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/10006904
Cario 3,"['PS4', 'PS5']",4.05,44,Zakym s. r. o.,2022-12-12,1.99,['Simulation'],https://store.playstation.com/en-us/concept/10006534
Cario 4,"['PS4', 'PS5']",4.09,43,Zakym s. r. o.,2022-12-30,1.99,['Simulation'],https://store.playstation.com/en-us/concept/10006535
International Table Tennis PS4 & PS5,['PS4'],2.42,31,Benoit Varasse trading as Pix Arts,2022-03-11,4.99,['Sport'],https://store.playstation.com/en-us/concept/10004464
ACT IT OUT XL! A Game of Charades,['PS4'],3.46,13,Snap Finger Click Ltd,2020-12-24,11.99,"['Casual', 'Party']",https://store.playstation.com/en-us/concept/232800
Find the Bug,"['PS4', 'PS5']",3.75,48,Webnetic s. r. o.,2023-01-28,1.49,['Quiz'],https://store.playstation.com/en-us/concept/10006546
Bubble Bubble Ocean,['PS4'],3.5,12,Benoit Varasse trading as Pix Arts,2022-09-23,4.99,['Casual'],https://store.playstation.com/en-us/concept/10006177
Pink Pong,"['PS4', 'PS5']",3.86,28,Zakym s. r. o.,2024-02-19,1.49,['Simulation'],https://store.playstation.com/en-us/concept/10006611
Code: Realize ~Wintertide Miracles~,['PS4'],4.63,63,Aksys Games,2019-02-14,49.99,[],https://store.playstation.com/en-us/concept/232510
Catana,['PS4'],4.14,21,ESDigital Games LTD,2022-04-22,6.99,['Casual'],https://store.playstation.com/en-us/concept/10004994
The Dino R,"['PS4', 'PS5']",3.38,53,Webnetic s. r. o.,2023-01-25,1.49,['Unique'],https://store.playstation.com/en-us/concept/10006365
The Unknown City (Horror Begins Now.....Episode 1),['PS4'],2.51,1180,YASH FUTURE TECH SOLUTIONS PVT LTD,2018-07-03,6.99,"['Action', 'Horror', 'Shooter']",https://store.playstation.com/en-us/concept/228866
Sissa's Path PS4 & PS5,"['PS4', 'PS5']",3.82,17,EastAsiaSoft,2023-01-25,1.99,"['Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10006246
Retro Pixel Racers,"['PS4', 'PS5']",2.82,22,JanduSoft S.L.,2022-03-10,4.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/10004516
Chickens On The Road,['PS4'],3.83,869,"S.R.L. ""RandomSpin-Games""",2020-12-01,0.99,['Casual'],https://store.playstation.com/en-us/concept/10001871
